Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
,Poland,51.9194,19.1451,2,3,4,3,2,1,1,3,6,7,6,4,5,4,8,7,5,5,4,3,5,4,2,2,2,1,5,4,4,4,9,11,7,5,5,3,3,2,6,8,9,5,5,6,5,6,12,13,8,9,6,6,10,6,6,11,6,5,6,7,12,6,11,8,9,6,5,8,11,12,11,14,10,5,8,13,15,17,16
,Tunisia,34.0,9.0,16,17,17,16,17,19,17,16,18,17,15,16,16,18,18,18,18,19,17,19,20,19,21,22,22,22,21,21,22,22,23,23,23,25,26,19,19,18,20,22,24,24,23,22,24,22,22,20,22,23,21,21,22,21,24,25,26,23,26,26,29,28,22,25,26,26,20,20,22,20,21,25,27,28,26,23,20,21,21
,Bosnia and Herzegovina,43.9159,17.6791,-1,1,5,1,-6,-6,0,0,2,4,1,0,2,2,4,4,5,3,-2,-4,2,5,1,5,4,2,3,3,4,1,4,6,6,8,5,-3,-3,0,3,4,4,7,3,6,1,3,8,11,4,4,0,4,4,10,6,10,6,0,-1,2,2,5,4,0,6,3,-1,0,3,4,10,15,14,3,3,11,13,11,14
,Slovenia,46.1512,14.9955,4,5,5,7,6,2,3,4,7,7,7,6,6,8,8,8,3,3,6,5,4,8,5,8,8,7,8,10,9,8,11,13,12,14,9,8,8,8,9,10,11,10,10,11,14,12,12,12,9,10,10,13,12,13,10,11,8,8,9,10,9,11,12,9,11,6,11,11,12,12,18,17,11,10,9,14,18,18,19
,South Africa,-30.5595,22.9375,37,38,37,38,35,35,28,29,30,32,35,37,36,36,37,39,39,34,33,33,34,33,33,34,33,27,28,33,36,37,39,36,36,37,35,35,31,31,32,30,31,32,33,34,35,31,29,28,29,30,30,33,34,29,31,33,32,26,27,29,30,28,31,32,33,35,35,33,31,20,28,28,31,31,32,30,30,29,33
,Bhutan,27.5142,90.4336,10,9,7,7,4,12,11,10,9,11,13,16,15,14,14,14,11,12,10,10,11,11,7,10,11,8,7,7,11,8,9,10,9,8,8,7,8,11,11,10,12,12,15,16,10,12,14,12,14,10,12,14,10,11,10,11,7,13,16,15,13,11,11,8,11,11,11,14,15,13,12,17,17,11,13,14,13,12,12
,Cameroon,3.8480000000000003,11.5021,32,32,32,31,32,32,33,33,33,31,29,31,33,34,32,33,32,32,31,33,33,33,33,32,32,33,33,34,33,33,32,33,33,30,31,28,29,33,35,32,33,35,34,34,34,35,34,32,31,34,35,35,36,35,35,35,33,34,34,35,32,31,33,30,32,31,29,32,32,32,30,30,32,32,33,32,33,34,33
,Colombia,4.5709,-74.2973,17,18,19,20,20,20,19,21,21,22,21,21,21,22,21,21,22,22,22,22,20,17,18,18,18,19,17,18,18,19,20,21,21,21,22,22,23,22,22,18,20,22,23,23,22,20,21,22,22,23,22,20,19,18,17,18,18,16,19,19,19,20,19,19,21,23,21,21,18,20,18,19,18,18,17,17,19,20,19
,Costa Rica,9.7489,-83.7534,22,23,22,24,23,23,21,21,20,21,20,21,21,20,20,21,23,22,20,20,20,20,20,21,21,21,21,22,23,21,23,23,23,20,20,23,22,24,24,21,20,23,21,22,22,20,21,19,19,20,22,21,20,22,24,25,24,25,25,21,21,25,25,23,25,25,22,22,21,22,24,24,24,24,23,22,22,23,23
,Peru,-9.19,-75.0152,32,29,29,30,31,30,32,29,32,34,34,33,34,32,31,27,33,32,27,32,33,34,29,27,29,33,35,37,33,26,33,32,32,34,29,31,32,31,27,33,28,27,29,32,33,29,30,31,35,33,32,34,31,25,31,33,33,29,28,31,32,26,36,35,30,34,30,35,30,31,34,33,35,36,35,34,33,25,26
,Serbia,44.0165,21.0059,2,3,4,4,1,0,0,1,2,8,5,3,3,7,8,7,5,4,1,2,2,5,3,6,10,11,5,10,9,7,13,16,14,14,15,2,3,3,7,11,12,10,9,11,7,10,12,16,13,10,6,10,8,14,11,18,19,6,5,10,15,20,19,7,10,13,13,5,8,6,15,22,21,12,8,12,17,16,18
,Slovakia,48.669,19.699,1,3,1,0,-2,-2,-1,0,0,1,1,2,1,0,1,3,2,0,0,1,1,1,0,0,1,1,2,-1,-1,0,5,7,3,2,2,0,0,2,0,1,2,1,0,0,2,2,3,5,4,2,1,1,2,4,2,6,3,2,0,1,3,4,3,0,2,0,3,3,5,6,7,11,5,4,6,6,12,12,14
,Togo,8.6195,0.8248,33,32,31,32,34,34,34,35,36,36,33,33,36,34,36,36,35,34,33,34,35,35,35,34,34,35,34,35,36,36,36,35,35,35,35,35,35,36,37,36,36,35,34,35,36,36,37,37,38,37,37,37,38,38,38,36,38,38,37,39,38,35,35,35,37,35,36,36,34,35,33,37,35,32,37,36,37,36,35
,Malta,35.9375,14.3754,13,14,14,15,15,12,13,14,14,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,17,17,16,15,16,16,16,16,16,16,17,13,12,13,14,15,16,17,17,16,16,16,15,15,16,16,15,15,15,15,16,17,16,15,16,16,18,19,16,14,16,17,14,15,15,14,15,17,17,19,17,16,16,15,16
,Martinique,14.6415,-61.0242,29,29,29,28,29,28,29,29,29,29,28,28,28,28,28,28,28,29,28,28,29,29,28,29,29,29,28,29,29,29,29,29,29,29,28,28,28,29,29,28,29,28,28,28,28,27,28,28,28,28,27,27,28,29,29,28,29,28,29,29,28,28,28,28,28,28,28,29,29,28,28,28,28,29,28,29,29,29,29
,Bulgaria,42.7339,25.4858,-1,-2,3,5,-2,-4,-4,-2,2,6,7,1,5,5,6,4,1,1,-1,-2,1,6,0,3,8,8,6,6,4,1,6,10,11,12,8,-2,-5,-1,-4,1,3,5,2,3,4,1,4,8,10,4,1,2,0,7,8,10,11,8,4,1,7,13,12,10,3,7,12,9,9,4,8,13,17,8,1,1,9,6,8
,Maldives,3.2028,73.2207,29,29,29,29,29,29,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,29,29,29,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,29,30,30,30,30,30,30
,Bangladesh,23.685,90.3563,27,27,20,24,22,23,23,24,20,24,23,23,24,24,25,26,28,28,27,25,24,24,24,23,24,24,23,25,25,23,25,25,24,24,25,26,25,26,27,27,27,27,27,27,27,29,28,28,29,29,29,30,30,31,30,24,25,27,29,30,31,31,30,30,30,29,26,30,29,30,32,33,34,34,33,33,32,32,33
,Paraguay,-23.4425,-58.4438,36,35,34,33,35,38,37,31,32,34,36,37,36,33,35,38,37,32,35,36,38,37,30,27,33,35,36,36,37,34,26,33,34,34,36,36,36,37,34,36,36,35,34,36,37,38,37,38,39,40,36,34,30,28,32,36,35,32,32,35,35,36,36,35,36,37,37,38,38,38,40,38,40,38,39,38,37,36,37
Ontario,Canada,51.2538,-85.3232,-9,-12,-5,-9,-7,-10,-11,-9,-21,-13,-9,-19,-18,-16,-6,-16,-17,-16,-9,-12,-8,-4,-1,-9,-7,-3,-5,-5,-8,-8,-7,-2,0,-1,-3,-14,-6,-20,-22,-11,-8,-5,-5,-23,-21,-12,-4,-14,-8,-12,-17,-8,0,4,-2,-4,-10,-12,-14,-11,-6,0,-1,0,-6,-8,-4,2,-17,-10,-8,-4,1,-2,-8,-6,1,-6,-4
Alberta,Canada,53.9333,-116.5765,1,-1,-6,-4,-1,0,-6,-8,-15,-16,-14,-20,-26,-29,-29,-29,-26,-25,-19,0,5,0,0,2,3,2,-1,1,-1,2,1,0,2,-6,-9,-2,0,-1,-2,-3,-1,0,0,-6,0,-8,0,-6,-15,-4,2,2,3,-1,-2,-2,0,2,4,2,-1,0,0,0,-1,1,-9,-11,-2,0,2,-1,-7,-17,-15,-4,4,-4,-3
Quebec,Canada,52.9399,-73.5491,-5,-7,-8,-4,-12,-14,-16,-14,-13,-23,-10,-16,-23,-17,-17,-14,-23,-25,-22,-22,-18,-13,-4,-9,-13,-5,-2,-12,-14,-17,-12,-10,-8,-5,-4,-10,-19,-18,-22,-21,-12,-14,-5,-6,-26,-25,-10,-10,-18,-9,-21,-19,-7,-3,-10,-1,-8,-13,-9,-8,-7,-9,-4,-7,-7,-11,-12,-8,-20,-17,-9,-12,-9,-5,-8,-13,-9,-4,-11
,Albania,41.1533,20.1683,10,8,11,10,8,6,7,9,11,11,10,8,13,12,13,14,12,12,11,11,12,11,12,13,12,12,10,10,9,10,12,15,14,15,15,5,5,7,9,10,10,14,14,15,9,14,15,15,15,14,12,13,12,14,17,19,16,7,8,10,13,17,16,9,12,12,10,12,11,13,15,22,21,20,11,13,17,20,18
,Cyprus,35.1264,33.4299,16,13,14,15,16,16,13,13,15,14,16,16,17,17,16,14,11,14,12,12,14,14,17,11,14,16,16,16,17,18,14,18,17,17,18,18,19,15,11,8,11,10,12,14,13,15,15,16,17,16,18,16,16,16,17,19,20,18,20,17,19,19,19,21,22,18,21,22,23,19,20,21,16,20,22,20,12,15,12
,Brunei,4.5353,114.7277,33,32,29,30,32,33,33,33,32,31,28,28,29,27,31,30,31,32,32,33,33,33,33,33,32,32,31,33,30,29,32,31,32,32,30,30,32,32,33,33,32,33,34,34,34,34,31,30,33,33,33,34,34,35,32,35,30,31,31,33,33,32,30,28,25,30,32,32,30,30,34,34,36,35,33,33,33,34,35
Washington,US,47.4009,-121.4905,7,8,4,7,4,4,6,8,3,3,1,4,4,2,0,-2,3,3,3,4,6,6,4,5,6,6,7,6,6,5,5,10,8,4,3,2,4,5,8,5,4,6,5,6,6,5,5,5,4,4,5,7,8,5,4,4,7,6,14,9,5,4,5,7,7,12,5,6,5,8,7,6,7,4,3,5,12,9,11
New York,US,42.1657,-74.9481,2,-1,5,5,5,-2,0,0,-2,-4,4,12,13,4,4,4,2,-8,-5,-1,-7,-5,0,3,7,4,1,0,-2,-2,0,0,1,0,5,8,0,3,2,-3,0,3,3,2,1,-10,-3,1,0,3,-1,-5,-3,2,6,11,8,5,0,-3,-6,0,11,10,5,6,4,1,11,18,11,6,8,10,4,5,5,6,10
California,US,36.1162,-119.6816,13,14,12,17,18,14,13,11,10,11,12,13,13,13,13,14,17,11,11,10,15,17,17,16,15,18,18,17,17,14,17,20,20,17,13,12,15,18,21,21,16,19,20,21,22,21,23,23,21,21,21,24,22,19,20,20,24,27,27,28,25,17,18,23,27,28,27,17,19,21,21,20,24,21,18,17,12,15,16
Massachusetts,US,42.2302,-71.5301,3,3,7,9,5,2,2,4,4,0,7,18,19,4,4,8,6,-4,-4,5,-2,-2,2,7,7,6,7,6,4,4,2,6,4,4,7,7,4,2,5,1,1,6,4,6,2,-1,-1,6,7,3,5,0,0,7,12,16,13,9,9,2,1,0,13,16,10,10,8,6,12,22,19,13,10,16,11,9,5,7,13
Diamond Princess,US,35.4437,139.638,10,12,12,12,11,12,10,12,15,11,12,11,13,12,11,10,11,6,9,12,12,9,9,13,10,8,9,10,16,16,11,12,12,15,12,15,6,7,12,7,10,11,16,17,15,16,12,16,12,12,13,14,17,15,15,15,10,11,10,13,16,9,15,12,12,13,12,10,17,16,18,15,18,9,11,13,13,17,20
Grand Princess,US,37.6489,-122.6655,13,13,14,13,12,12,12,12,12,12,11,12,11,11,11,10,11,11,11,11,12,12,12,12,13,13,13,12,13,13,13,14,13,11,11,11,12,13,12,12,15,14,15,13,10,11,12,12,14,13,12,13,14,11,12,13,14,15,15,13,11,13,15,14,14,12,11,11,12,14,14,14,13,12,11,10,10,11,11
Georgia,US,33.0406,-83.6431,16,15,11,24,16,14,18,16,17,19,21,23,20,21,21,23,22,15,17,12,7,6,10,12,15,12,14,13,17,13,16,6,10,18,24,22,22,21,8,8,14,19,24,23,21,15,15,8,13,16,16,7,9,14,16,11,21,16,11,14,15,19,18,19,14,11,15,15,18,22,21,23,24,25,27,23,16,21,27
Colorado,US,39.0598,-105.3111,0,4,0,1,7,3,-1,6,6,0,-4,2,-2,0,5,4,3,2,3,3,6,5,3,2,5,5,6,3,1,0,0,3,8,10,-3,-13,-7,-1,0,6,-4,-1,-1,-4,-2,6,4,6,3,-3,-2,0,5,7,0,-2,-10,1,3,7,7,5,3,7,8,8,11,10,10,9,9,12,9,3,8,10,12,12,11
Florida,US,27.7663,-81.6868,21,22,28,30,26,18,21,22,20,25,27,29,29,29,28,28,28,25,25,27,19,14,14,23,25,22,21,22,22,23,21,24,19,18,23,26,27,29,18,21,25,28,29,30,30,26,26,28,28,30,29,29,14,22,24,26,30,28,17,18,20,23,26,29,31,31,25,20,23,24,26,27,29,30,30,30,28,30,30
New Jersey,US,40.2989,-74.521,7,4,10,9,11,6,8,7,5,2,12,20,18,8,7,12,10,0,0,6,0,1,4,8,10,11,8,7,6,6,3,7,6,6,14,15,6,7,12,5,9,7,9,8,7,1,1,8,11,11,10,3,2,10,14,18,9,9,5,5,2,7,18,15,14,12,8,9,15,22,19,15,10,21,14,13,7,13,14
Oregon,US,44.571999999999996,-122.0709,7,4,3,11,0,1,4,4,0,0,2,0,0,0,-3,2,0,0,3,7,8,2,3,7,4,6,3,4,3,4,6,10,5,-1,-1,0,3,4,4,0,5,8,5,8,6,1,1,1,2,4,6,9,11,9,2,3,11,8,14,10,1,4,4,7,8,11,5,2,4,6,11,6,10,4,1,1,6,8,7
Texas,US,31.0545,-97.5635,15,14,16,16,21,24,22,18,18,23,22,11,16,16,22,25,14,14,18,13,15,16,10,14,17,19,23,18,19,12,9,14,20,26,22,21,6,10,19,19,20,12,7,13,9,13,17,25,25,19,8,10,11,16,15,22,17,10,17,20,22,23,24,24,16,22,19,18,22,21,25,27,28,26,27,17,22,27,27
Illinois,US,40.3495,-88.9861,1,8,10,4,1,8,5,5,0,10,12,3,0,2,7,7,-2,-1,2,-9,-4,-1,1,1,2,0,2,0,0,1,2,3,2,14,16,2,0,0,1,0,2,0,3,2,-4,-9,1,3,3,2,1,-3,2,8,13,6,2,0,3,0,3,13,9,12,10,13,7,11,18,14,6,9,12,9,3,6,5,9,8
Pennsylvania,US,40.5908,-77.2098,7,4,9,8,11,3,6,3,2,0,9,16,14,10,6,11,6,0,0,0,0,0,2,3,7,5,4,5,5,5,3,6,4,4,16,15,3,3,4,3,6,8,9,7,6,-1,0,7,10,9,7,2,2,10,13,14,9,10,0,3,0,8,17,10,13,11,7,9,16,21,17,10,14,16,12,11,11,11,14
Iowa,US,42.0115,-93.2105,0,6,6,1,0,5,4,2,-2,12,0,-5,-2,0,0,-1,-12,-3,-4,-14,-10,-7,0,0,0,0,-1,0,-4,-3,-2,1,2,6,1,-2,-3,-1,-2,-4,2,0,0,2,-15,-8,3,3,3,0,-7,-7,3,6,9,4,2,0,0,0,8,13,4,10,12,7,8,17,20,8,8,12,15,8,1,4,6,9,8
Maryland,US,39.0639,-76.8021,11,9,11,11,14,5,11,6,6,3,12,21,19,11,7,15,11,3,0,6,1,2,4,5,9,10,8,9,7,7,4,7,9,11,18,19,7,6,14,7,9,8,12,9,13,3,2,11,12,15,11,4,3,12,15,16,11,10,6,7,2,10,19,17,17,12,9,10,16,23,21,12,15,23,14,10,12,18,13
North Carolina,US,35.6301,-79.8064,13,12,12,13,16,11,15,10,13,13,16,21,21,18,19,20,17,8,8,11,3,3,7,8,16,12,11,9,11,10,10,5,8,16,22,19,17,18,11,6,12,15,21,14,19,11,7,12,16,16,10,6,4,12,16,11,17,18,9,11,8,14,19,15,17,13,12,12,17,20,19,23,24,23,21,14,15,16,19
South Carolina,US,33.8569,-80.945,16,15,14,24,19,14,17,17,18,18,19,24,20,22,23,24,23,11,15,14,7,5,10,11,18,13,14,15,15,13,14,5,10,18,24,23,23,24,10,10,13,21,24,25,24,16,13,9,16,16,15,7,7,13,17,11,19,18,12,14,13,17,21,22,15,11,16,14,18,23,23,25,26,27,23,21,15,22,24
Tennessee,US,35.7478,-86.6923,9,10,10,14,6,11,11,11,13,16,18,19,11,14,15,19,9,8,11,3,-2,1,7,7,9,5,9,13,8,9,10,11,9,19,20,16,15,5,2,9,15,13,8,17,6,0,10,13,17,14,10,4,5,11,12,10,13,5,6,7,8,18,14,18,17,17,10,12,18,18,19,17,21,15,19,9,13,12,21
Virginia,US,37.7693,-78.17,12,12,14,13,16,10,14,2,10,5,15,21,21,14,10,13,14,5,3,8,3,3,6,8,10,14,10,12,10,8,7,8,10,15,22,20,14,11,14,8,12,10,15,10,17,7,4,12,13,14,12,6,4,14,17,14,14,14,8,10,6,13,19,18,18,15,13,12,18,22,21,20,20,24,18,10,14,20,16
Arizona,US,33.7298,-111.4312,11,11,12,14,17,17,16,16,13,11,12,12,13,15,15,17,14,14,17,20,19,9,13,17,18,18,17,17,16,12,16,18,21,20,11,7,7,11,15,18,17,17,9,11,14,17,17,18,18,19,19,21,17,12,9,14,12,14,19,20,19,17,15,19,17,23,22,22,16,19,15,14,15,11,15,18,20,17,13
Indiana,US,39.8494,-86.2583,1,8,11,9,2,8,6,7,0,12,12,16,2,5,8,8,0,0,7,-9,-2,0,1,7,5,1,2,0,1,2,2,3,5,16,17,13,2,0,1,1,2,3,4,3,0,-7,5,7,8,6,3,0,2,8,12,6,4,0,1,0,1,14,11,12,11,14,3,9,17,17,11,9,15,10,4,7,9,11,9
Kentucky,US,37.6681,-84.6701,5,10,10,12,6,8,9,8,8,14,18,21,9,10,14,18,8,4,11,-2,-2,0,5,9,10,4,8,9,4,5,8,6,7,16,19,14,5,5,1,5,10,11,6,7,5,-1,8,10,14,12,8,5,4,10,13,8,11,6,3,6,4,17,13,15,17,17,5,10,17,19,14,15,19,13,8,7,9,10,19
District of Columbia,US,38.8974,-77.0268,12,10,11,11,14,5,12,8,7,5,11,21,20,11,9,14,13,3,1,7,2,2,5,6,10,10,8,9,8,7,6,8,10,12,19,18,8,7,15,7,9,8,13,9,13,4,2,11,12,14,11,4,3,11,14,15,12,11,6,8,2,10,18,17,17,12,10,11,16,23,21,13,17,23,14,10,12,17,14
Nevada,US,38.3135,-117.0554,3,7,4,9,8,5,7,7,3,2,5,4,4,7,6,7,7,4,9,9,10,9,10,12,12,13,10,10,11,7,11,15,16,13,-2,1,7,11,13,15,4,10,10,12,12,12,15,13,10,9,10,12,13,8,14,12,13,15,17,16,16,4,10,15,17,19,17,12,11,13,13,13,18,15,11,11,12,7,6
New Hampshire,US,43.4525,-71.5639,1,2,3,4,3,0,-3,2,3,-5,1,15,14,-2,3,4,1,-10,-8,3,-5,-4,1,5,6,3,6,5,1,0,0,4,3,2,5,5,2,-1,0,-4,-2,3,0,4,1,-9,-4,3,2,-4,1,-2,-1,5,9,12,9,7,5,0,0,-1,8,14,8,8,6,4,10,19,12,6,5,9,9,4,3,4,9
Minnesota,US,45.6945,-93.9002,-6,-1,0,-2,-3,0,0,-6,-13,0,-11,-11,-7,-3,-2,-8,-18,-7,-6,-11,-8,-8,2,0,0,0,-2,-3,-6,-5,-5,0,1,3,-2,-7,-3,-2,-6,-8,-4,-2,-2,-2,-17,-9,0,-7,0,-8,-12,-9,1,2,4,2,1,-4,-6,-4,2,4,0,2,2,1,1,7,10,1,1,4,4,0,0,2,3,4,5
Nebraska,US,41.1254,-98.2681,0,2,4,2,5,6,5,7,4,7,-3,-4,-2,1,1,-4,-5,0,-2,-8,-9,0,2,1,0,2,6,1,0,3,3,3,9,13,1,-1,0,4,0,6,1,6,6,5,-6,2,9,11,8,6,-3,1,9,15,13,9,3,3,5,12,17,14,11,16,17,12,15,21,22,4,9,20,12,7,2,2,6,7,11
Ohio,US,40.3888,-82.7649,1,4,8,9,4,2,5,6,-1,8,11,18,3,7,9,9,1,0,5,-8,-4,-2,1,6,7,2,1,1,2,1,1,2,2,13,15,11,2,1,0,0,1,5,4,3,2,-6,1,6,7,8,2,-2,1,8,10,7,5,2,-1,-2,0,9,8,10,10,11,3,6,15,17,11,10,16,9,5,8,9,8,8
Rhode Island,US,41.6809,-71.5118,5,4,8,8,6,3,3,5,4,0,8,16,19,6,5,10,8,-3,-3,5,-1,-1,2,7,9,8,8,7,5,5,2,6,5,5,8,9,5,4,12,3,3,7,6,7,5,0,-1,5,9,4,6,1,0,8,11,13,12,10,9,3,2,1,12,14,11,11,9,7,13,20,18,14,9,15,12,10,5,8,12
Wisconsin,US,44.2685,-89.6165,-3,1,3,0,-3,1,1,0,-10,4,0,-5,-5,-1,0,-1,-12,-4,-1,-6,-4,-4,0,0,0,1,0,0,-2,-2,-2,0,1,5,2,-3,-3,0,0,-3,-4,-2,-3,1,-13,-10,0,-3,1,-2,-9,-9,1,4,6,3,1,-1,-5,-4,1,8,3,4,2,3,1,9,13,7,5,5,8,4,2,3,4,7,4
Connecticut,US,41.5978,-72.7554,4,4,8,7,6,3,6,5,4,0,7,17,19,5,7,10,8,-3,-4,5,-1,0,3,6,8,7,7,6,4,4,2,6,5,6,10,9,6,1,8,3,4,6,5,7,4,-2,-1,6,9,3,6,2,1,9,12,15,12,9,8,4,1,4,13,15,12,11,9,7,14,21,18,13,10,18,12,11,7,9,14
Hawaii,US,21.0943,-157.4983,26,25,25,25,25,26,25,25,25,25,25,26,25,26,25,25,25,24,24,24,25,24,24,25,25,25,26,26,25,25,25,25,25,25,26,25,25,23,22,22,23,22,23,25,27,26,25,25,25,25,25,24,25,25,24,25,25,25,24,24,24,24,24,25,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25
Oklahoma,US,35.5653,-96.9289,11,15,16,12,12,15,14,16,16,18,20,2,11,12,17,15,5,8,9,10,9,8,3,12,9,15,15,19,4,4,5,10,17,25,22,3,0,3,9,14,20,7,7,5,1,8,16,14,18,10,13,5,10,15,13,10,11,5,15,17,22,24,15,18,16,19,18,21,18,23,21,24,27,10,11,10,13,14,25
Utah,US,40.15,-111.8624,0,1,2,4,7,3,3,5,3,2,0,3,1,4,7,3,8,3,2,3,4,5,4,6,3,4,8,5,6,4,3,4,9,14,-3,-2,-2,3,7,10,4,2,2,5,7,12,7,5,4,2,2,4,9,10,11,4,4,7,11,13,14,3,5,8,12,17,19,16,10,13,13,14,15,6,14,16,15,17,10
,Burkina Faso,12.2383,-1.5616,32,29,27,29,31,32,33,35,36,36,35,36,33,33,34,35,34,33,32,34,36,36,36,35,36,35,34,35,36,37,37,36,35,35,35,34,34,35,35,35,36,35,34,34,35,36,37,38,38,38,37,38,39,39,38,36,36,38,38,38,39,39,40,40,40,40,40,40,40,38,40,41,40,39,40,40,41,39,41
,Holy See,41.9029,12.4534,13,14,13,14,15,12,11,13,13,14,14,13,14,14,14,13,14,13,13,13,14,15,15,15,16,15,15,14,16,16,15,15,17,19,18,13,13,15,16,15,15,18,18,16,18,18,18,17,16,15,17,17,17,17,18,17,16,14,17,16,17,17,13,15,14,15,15,17,15,17,19,19,18,17,18,18,19,19,20
,Mongolia,46.8625,103.8467,-6,-3,-2,-2,-7,-6,-8,-9,-10,-9,-14,-11,-8,-6,-6,-7,-7,-6,-8,-3,-6,-6,-5,-2,-1,0,-2,-5,-2,-7,-13,-14,-7,-8,-3,-2,-6,0,0,6,8,8,-7,-14,-10,-4,1,-2,-4,-1,-8,-5,4,5,-5,-4,0,-4,1,-5,-2,-11,-7,0,-3,4,-1,-10,-5,2,-6,-5,0,7,5,8,11,6,7
,Panama,8.538,-80.7821,22,23,25,24,25,23,23,24,23,24,24,24,24,23,23,23,24,25,24,23,24,23,24,23,23,23,23,24,24,24,26,24,25,23,23,23,23,25,26,24,23,25,23,23,23,24,23,23,22,24,23,23,23,23,23,26,27,27,25,25,24,24,24,24,26,25,24,23,24,25,25,25,24,25,25,24,24,25,24
Kansas,US,38.5266,-96.7265,7,12,11,9,8,11,10,13,13,16,3,-2,1,6,9,5,-2,3,3,-1,0,3,3,3,1,4,11,6,2,3,3,7,14,21,10,0,0,4,5,9,9,8,7,1,-5,-1,8,11,15,7,7,0,6,13,12,8,4,3,10,14,19,19,13,16,17,15,15,20,20,12,12,19,18,10,6,5,8,10,18
Louisiana,US,31.1695,-91.8678,15,16,20,17,16,19,21,17,18,23,23,19,14,17,23,23,19,19,22,12,10,9,10,15,15,17,12,14,15,13,12,12,15,23,22,22,23,7,16,19,23,24,17,23,9,12,19,17,19,25,10,8,10,14,19,18,20,12,12,19,22,23,24,24,19,20,20,19,22,23,25,26,26,27,28,26,25,26,27
Missouri,US,38.4561,-92.2884,7,14,13,5,5,12,10,9,11,15,17,0,1,6,11,13,1,1,7,-4,-5,2,2,2,2,2,7,5,1,0,2,6,7,19,22,4,0,0,5,3,12,3,7,2,-7,0,8,11,11,6,7,1,6,12,16,7,4,3,8,9,13,19,11,16,15,15,11,18,21,15,11,18,19,10,5,6,8,12,17
Vermont,US,44.0459,-72.7107,0,-1,2,4,1,-5,-3,-2,-1,-7,2,11,8,-2,0,1,-1,-13,-11,-3,-8,-7,0,2,2,0,0,0,-2,-5,-1,0,0,-1,1,1,-4,-2,0,-10,-4,1,0,0,0,-14,-5,0,-4,-1,-3,-9,-4,1,5,8,5,2,1,-4,-8,-6,3,9,1,3,3,-1,5,14,10,0,3,6,4,-2,1,3,5
Alaska,US,61.3707,-152.4044,-6,-21,-23,-25,-25,-25,-25,-26,-22,-21,-21,-18,-14,-18,-20,-18,-15,-20,-20,-15,-13,-17,-21,-24,-21,-25,-26,-18,-23,-12,-18,-20,-22,-19,-13,-12,-11,-13,-10,-9,-13,-19,-12,-11,-13,-12,-13,-14,-11,-11,-13,-10,-10,-17,-21,-17,-16,-9,-11,-15,-16,-11,-17,-23,-23,-15,-13,-12,-10,-14,-19,-17,-11,-7,-6,-5,-6,-6,-5
Arkansas,US,34.9697,-92.3731,12,12,11,16,11,17,13,14,17,14,18,11,5,8,14,20,8,7,15,9,5,3,3,5,7,12,12,14,8,6,5,10,14,23,19,17,5,5,9,13,19,13,8,6,7,4,13,15,16,14,11,8,7,11,9,19,12,7,11,14,18,19,23,20,17,21,17,17,20,16,19,20,24,14,10,10,10,13,22
Delaware,US,39.3185,-75.5071,9,7,10,10,13,5,10,8,6,2,13,20,18,9,8,12,11,1,1,7,0,2,4,5,10,12,9,8,6,7,5,8,7,6,17,18,6,7,15,6,9,9,11,8,14,2,1,10,11,16,10,4,2,10,13,15,9,10,6,7,2,7,17,15,15,12,6,8,14,21,19,12,12,22,14,12,10,15,12
Idaho,US,44.2405,-114.4788,0,2,0,4,2,-1,0,3,0,-2,-7,-2,-1,-3,-2,-5,1,-1,-2,3,3,2,0,3,3,3,2,1,0,1,1,5,9,1,-3,-6,0,4,5,0,0,0,4,2,2,0,2,1,-1,-3,-2,-1,1,5,5,0,0,6,8,7,3,1,4,9,6,11,12,6,4,4,7,9,6,6,6,7,9,9,7
Maine,US,44.6939,-69.3819,0,3,2,4,4,0,-4,0,-1,-4,1,13,0,-3,-2,4,0,-9,-8,-1,-4,-6,0,3,3,2,4,6,0,-1,0,3,3,2,5,2,0,-2,-2,-5,-4,2,1,3,1,-10,-5,2,1,-1,2,-6,-3,3,7,10,9,7,3,0,0,0,2,12,6,6,3,2,8,14,10,5,6,7,7,2,2,3,7
