Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
,Ukraine,48.3794,31.1656,-4,-2,-6,0,0,-6,-7,-6,-3,0,-2,-3,-2,-1,-1,-3,-3,-3,-5,-2,0,0,-2,-3,-2,-3,-1,1,0,-3,1,1,3,-3,1,-4,-6,-8,-9,-6,0,1,-1,-3,0,-3,-2,0,0,-1,-3,-4,-2,3,-1,1,2,0,-1,0,2,1,4,5,5,5,5,6,7,6,5,10,4,-2,-5,-2,-1,0,6
,Hungary,47.1625,19.5033,-4,-4,-3,1,-5,-5,-6,-5,-4,-3,-2,-3,-1,-3,-1,-1,-3,-1,-1,-2,-3,-3,-4,-4,-2,0,-3,0,0,0,4,8,10,5,2,-2,1,-4,-4,1,3,2,0,5,1,0,2,4,0,2,0,-1,3,6,1,7,1,1,-2,4,7,8,5,0,3,2,3,0,0,5,6,9,2,0,-1,-1,3,4,5
Northern Territory,Australia,-12.4634,130.8456,26,27,27,26,26,26,27,26,25,25,25,26,26,26,27,27,28,27,26,26,26,27,27,27,27,28,28,28,27,28,28,27,27,27,26,26,27,27,26,27,27,28,28,28,27,28,27,26,26,27,23,27,28,28,28,28,26,26,25,25,27,27,27,26,26,24,25,24,24,25,26,26,27,26,25,26,24,25,25
,Liechtenstein,47.14,9.55,-2,-2,-2,-6,-4,-2,-3,1,-3,-2,-3,-2,-2,0,-1,-3,-3,-7,-8,-4,-1,-2,-1,-2,-2,-3,-1,-5,-4,0,0,0,1,-2,-6,-9,-5,-3,-3,0,-2,-5,-6,-3,-4,0,1,-3,-4,-5,-2,-2,0,1,0,-6,-8,-8,-4,-3,-4,-3,-8,-5,-3,-4,-7,-3,-5,0,0,0,-3,-4,-1,0,0,0,0
,Poland,51.9194,19.1451,-2,-2,2,0,-2,-2,-1,3,4,5,0,2,0,2,1,-1,0,0,0,0,0,-1,-2,-1,0,0,0,0,2,3,6,5,3,4,0,0,1,-3,-2,4,2,1,1,1,-2,2,9,6,2,2,2,0,5,2,1,2,1,0,0,5,3,2,3,0,1,2,2,0,3,6,5,2,0,-3,1,1,5,6,5
,Tunisia,34.0,9.0,3,2,2,3,7,5,4,8,7,10,8,7,7,6,4,4,5,6,9,10,9,10,9,8,8,8,7,6,7,9,8,9,9,10,12,8,3,5,6,6,7,7,11,10,10,9,9,6,8,8,7,7,8,7,8,9,11,9,10,11,12,14,12,9,11,11,6,6,11,7,9,9,11,13,12,13,14,11,13
,Bosnia and Herzegovina,43.9159,17.6791,-9,-4,-3,-7,-11,-11,-8,-7,-5,-4,-7,-6,-4,-4,-4,-6,-3,-7,-8,-9,-3,-5,-4,-2,-3,-3,-3,-3,-5,-3,-1,1,1,1,-7,-11,-8,-8,-5,-3,1,-3,-5,-1,-4,-4,-2,-1,-4,-5,-7,-7,-2,1,0,0,-6,-5,-8,-4,0,1,-3,-6,-2,-2,-5,-6,-4,-3,1,2,0,-3,-5,-2,0,-1,0
,Slovenia,46.1512,14.9955,-4,-3,-2,-1,-5,-5,-4,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1,-1,-2,-3,-4,-3,0,1,1,1,1,-1,3,3,3,5,7,1,-1,-3,-3,-3,4,4,0,0,3,0,-1,4,6,2,-1,-1,-2,1,4,1,7,-1,1,-3,7,5,7,2,-1,2,1,0,-1,0,3,3,6,3,0,-2,0,5,4,4
,South Africa,-30.5595,22.9375,18,18,18,16,15,20,18,17,16,17,19,20,23,21,23,27,20,17,18,14,14,14,17,17,15,10,12,16,18,18,21,20,20,21,21,20,17,17,18,17,16,17,18,17,19,20,20,17,18,18,19,20,15,11,16,21,17,14,13,16,15,17,18,21,19,21,19,21,18,14,17,14,14,12,13,17,15,13,13
,Bhutan,27.5142,90.4336,0,0,0,-2,-5,-3,0,0,-3,-3,-1,-1,0,0,0,0,2,-1,-2,-1,0,-2,-3,-4,-4,-4,-3,-2,-2,-3,-1,-3,-4,-2,-2,-4,-4,-3,-4,-4,-2,0,0,1,1,1,3,2,2,1,0,1,0,0,-1,0,-2,-1,0,0,2,0,0,0,0,-1,0,0,1,1,1,2,4,2,0,0,1,1,2
,Cameroon,3.8480000000000003,11.5021,20,17,17,17,17,17,18,19,19,19,18,18,19,20,20,20,19,19,18,19,18,18,15,13,13,16,17,19,19,20,20,19,21,20,20,19,17,19,20,19,18,20,17,18,19,20,21,19,19,19,21,20,21,20,20,20,19,20,21,21,20,20,21,20,21,21,19,20,21,22,20,20,20,20,20,21,20,20,20
,Colombia,4.5709,-74.2973,10,11,10,10,10,9,9,8,8,8,8,10,10,9,9,9,11,11,11,11,12,11,10,10,11,12,11,10,10,11,10,10,11,10,9,8,8,9,11,11,10,9,10,10,11,11,11,10,10,11,11,12,12,12,11,12,12,11,11,11,11,11,11,11,10,11,11,11,11,11,11,12,12,12,11,12,11,11,11
,Costa Rica,9.7489,-83.7534,11,12,15,14,12,14,11,12,13,11,13,14,14,12,12,12,14,15,15,15,14,13,14,13,13,12,14,13,15,15,11,12,15,13,12,13,10,11,12,12,10,11,13,13,14,12,13,12,13,13,14,13,10,9,9,15,13,13,13,12,11,10,11,12,11,11,11,10,11,11,11,11,13,13,12,12,10,11,11
,Peru,-9.19,-75.0152,23,21,21,21,23,22,22,22,22,23,22,23,21,22,22,21,22,22,20,22,22,22,21,21,21,23,23,24,21,20,21,21,22,24,22,22,21,21,21,21,20,21,21,21,21,21,22,22,22,23,21,23,21,20,21,22,22,22,21,22,21,20,21,21,21,21,20,22,21,20,21,20,21,22,23,23,22,21,21
,Serbia,44.0165,21.0059,-3,-6,-6,0,-3,-5,-7,-6,-2,-3,-2,-3,-2,-2,-2,-1,-3,-2,-2,-3,-5,-2,-5,-2,0,2,0,1,0,-2,3,4,4,4,0,-3,-1,-1,-4,-2,3,2,-2,1,3,-2,0,1,3,2,-1,1,-2,3,0,5,0,0,-1,0,9,11,7,2,1,3,2,0,3,2,4,7,6,4,0,0,3,2,4
,Slovakia,48.669,19.699,-5,-5,-4,-5,-9,-9,-7,-5,-4,-3,-4,-4,-4,-6,-4,-3,-4,-5,-5,-6,-7,-5,-6,-6,-7,-4,-4,-5,-4,-2,1,1,1,0,-3,-7,-3,-6,-6,-3,-1,-4,-6,-3,-3,-3,-1,0,-4,-4,-4,-5,0,-2,-1,0,-4,-4,-6,-2,0,0,0,-5,-2,-1,-2,-2,-3,0,3,4,-1,-6,-4,-2,1,2,3
,Togo,8.6195,0.8248,17,15,15,16,18,19,21,21,20,22,20,22,21,19,20,19,18,18,18,19,20,20,19,19,17,16,17,20,18,17,18,18,18,15,16,17,19,19,19,20,22,20,18,18,19,19,18,19,19,19,20,21,21,21,19,19,18,20,22,20,21,21,21,22,22,21,21,22,22,21,22,23,21,22,22,23,23,23,23
,Malta,35.9375,14.3754,12,11,12,13,9,9,11,11,10,11,11,11,11,11,11,12,11,12,12,13,12,12,13,13,13,13,12,13,13,12,13,13,13,14,12,10,9,10,11,12,13,14,13,13,13,11,11,12,13,12,12,12,11,13,13,14,13,12,13,13,14,14,11,12,13,12,11,11,10,11,12,13,14,14,13,13,12,12,13
,Martinique,14.6415,-61.0242,23,23,23,23,22,23,23,23,24,24,23,23,23,23,23,23,23,22,23,23,23,22,23,23,22,22,22,22,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,23,23,22,22,23,23,22,23,23,23,23,23,22,23,23,23,22,23,22,22,22,22,22,23
,Bulgaria,42.7339,25.4858,-7,-5,0,-3,-7,-8,-7,-6,-3,0,-1,-2,-1,-1,-2,-3,-5,-5,-6,-5,-3,-5,-4,-1,0,0,-1,0,-3,-3,2,3,3,2,-2,-7,-7,-12,-10,-4,-1,-2,-3,-2,-1,-3,-3,-1,1,0,-2,-3,-3,2,-1,2,4,-3,-4,-3,0,5,4,0,-1,2,4,2,1,0,3,4,5,0,-7,-4,-1,-2,2
,Maldives,3.2028,73.2207,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,27,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,25,26,27,27,27,27,26,26,27,27,27,27,27,27
,Bangladesh,23.685,90.3563,16,16,15,14,13,11,12,14,13,13,13,12,12,13,13,15,14,15,16,12,11,12,11,10,11,12,12,14,14,16,13,12,10,10,12,14,13,16,17,13,12,13,12,13,16,14,13,14,15,16,16,16,15,17,18,17,15,15,16,16,17,18,19,19,19,19,17,19,16,18,19,20,22,19,20,20,19,18,19
,Paraguay,-23.4425,-58.4438,23,23,22,21,22,24,23,23,24,26,25,25,23,24,26,27,23,24,25,25,26,23,22,19,19,19,21,24,22,21,20,22,22,24,25,23,26,23,23,24,24,22,23,24,26,27,27,28,30,24,25,23,17,13,16,25,22,15,15,17,19,20,21,19,19,19,18,25,25,24,23,22,24,26,24,25,24,26,23
Ontario,Canada,51.2538,-85.3232,-21,-16,-13,-18,-19,-15,-18,-25,-28,-17,-28,-30,-27,-23,-19,-27,-29,-19,-22,-19,-12,-5,-15,-20,-10,-6,-11,-15,-18,-21,-14,-5,-7,-9,-18,-21,-29,-34,-30,-15,-14,-13,-27,-35,-31,-14,-23,-25,-17,-28,-22,-11,-4,-12,-13,-15,-24,-23,-20,-23,-16,-3,-12,-9,-20,-24,-11,-22,-22,-23,-20,-14,-2,-18,-26,-10,-9,-20,-15
Alberta,Canada,53.9333,-116.5765,-6,-8,-11,-6,-8,-12,-14,-16,-23,-23,-25,-31,-31,-35,-37,-33,-31,-32,-23,-4,-9,-5,-8,-3,-4,-10,-6,-10,-8,-4,-4,-2,-11,-17,-14,-7,-5,-8,-10,-7,-7,-3,-15,-11,-9,-14,-11,-21,-20,-13,-8,-5,-4,-12,-14,-11,-6,-2,-3,-5,-11,-2,-3,-5,-9,-10,-16,-19,-12,-8,-5,-9,-23,-23,-23,-12,-7,-13,-13
Quebec,Canada,52.9399,-73.5491,-12,-13,-13,-17,-20,-24,-17,-16,-29,-26,-17,-30,-28,-29,-20,-30,-33,-31,-32,-23,-21,-15,-10,-24,-20,-7,-17,-25,-27,-24,-20,-14,-9,-11,-12,-25,-20,-33,-33,-26,-23,-17,-21,-33,-38,-30,-11,-32,-23,-23,-33,-25,-8,-24,-17,-18,-27,-24,-14,-21,-22,-19,-12,-18,-24,-27,-26,-31,-37,-23,-23,-27,-16,-9,-26,-27,-10,-23,-27
,Albania,41.1533,20.1683,-1,0,1,2,0,-1,-1,0,0,2,4,3,2,2,2,1,1,2,1,0,0,0,1,3,6,7,6,7,5,0,5,3,5,5,2,-1,-3,-1,0,1,7,8,2,5,3,1,2,2,5,6,0,1,0,2,6,5,4,2,-1,0,5,8,7,4,3,8,7,6,4,3,5,8,9,10,5,1,3,5,5
,Cyprus,35.1264,33.4299,8,10,6,8,8,10,7,8,7,5,7,9,8,9,10,9,8,7,6,6,5,3,7,2,3,6,8,7,6,10,5,5,6,7,9,13,8,7,2,0,0,7,10,6,9,8,7,6,10,9,8,5,6,9,9,7,7,10,10,7,7,7,8,9,10,10,8,9,10,7,11,15,13,10,11,9,5,3,3
,Brunei,4.5353,114.7277,22,22,22,23,23,23,23,22,23,22,22,22,22,22,22,22,22,23,23,22,22,22,22,23,23,23,23,23,23,21,22,23,24,24,23,22,20,21,21,22,21,22,23,22,22,23,23,22,22,22,23,22,21,24,22,24,22,23,23,22,24,23,22,23,21,21,21,22,22,22,23,23,23,22,24,22,22,22,23
Washington,US,47.4009,-121.4905,4,0,0,0,0,0,2,0,-4,-4,-1,0,-3,-7,-8,-5,-3,-2,0,1,0,0,0,1,1,1,0,0,1,-1,0,4,-2,-3,-4,0,0,1,0,-2,-1,-1,0,-1,0,0,0,0,-5,-4,-3,-2,-2,0,0,-2,0,-1,0,0,-2,0,1,0,0,0,0,-1,-4,-2,1,-2,-1,-3,-5,-1,-1,-2,-1
New York,US,42.1657,-74.9481,-3,-4,1,2,-3,-4,-5,-4,-14,-6,3,11,-2,-1,0,0,-14,-14,-7,-15,-14,-12,-9,-4,-1,-1,-1,-3,-8,-12,-8,-2,-4,-2,0,-4,-3,1,-10,-8,-3,0,-4,0,-13,-18,-7,-6,-4,-3,-9,-12,-8,-6,-2,1,1,-1,-9,-9,-11,-5,3,0,-2,-2,-6,-5,1,6,-1,0,4,-1,-1,-7,0,-2,1
California,US,36.1162,-119.6816,3,6,2,2,5,3,1,4,4,3,0,0,0,1,0,1,1,0,2,4,6,6,5,5,6,6,5,4,6,2,3,3,3,1,-3,-3,-1,0,0,3,0,-1,0,1,2,2,3,3,3,1,1,3,9,4,5,3,3,4,7,7,6,2,1,3,5,6,7,4,5,7,9,6,11,10,8,9,2,2,7
Massachusetts,US,42.2302,-71.5301,0,-1,3,3,0,-4,-1,-1,-8,-5,7,14,0,0,2,0,-10,-11,-7,-9,-11,-11,-8,-3,0,2,0,0,-2,-8,-5,-1,0,-2,-1,1,-1,-1,-5,-8,0,1,0,0,-2,-13,-5,-2,-3,0,-6,-10,-5,-3,-1,3,3,4,-3,-5,-8,-5,6,5,1,-2,-2,-2,3,9,5,0,3,2,1,-5,-1,0,2
Diamond Princess,US,35.4437,139.638,4,4,4,3,3,5,4,7,5,5,4,5,5,5,4,4,4,3,3,3,3,4,7,6,3,4,3,8,8,7,5,5,5,5,4,2,-1,1,2,0,3,3,11,8,7,8,9,4,2,4,6,9,8,4,5,8,5,2,5,7,8,5,8,7,4,6,6,8,12,12,6,9,8,3,3,3,5,6,14
Grand Princess,US,37.6489,-122.6655,10,10,10,11,10,9,8,10,10,8,10,9,9,9,8,9,8,7,9,9,11,10,10,10,11,12,10,11,10,11,10,10,11,7,8,8,9,9,9,9,11,11,10,8,8,9,10,9,10,8,9,10,10,9,9,11,11,11,11,10,8,11,11,10,10,10,9,8,9,11,11,10,10,9,9,6,7,9,9
Georgia,US,33.0406,-83.6431,2,5,10,14,0,2,6,0,0,11,16,12,16,16,14,15,6,5,10,-2,-3,-4,2,7,2,1,6,1,2,2,5,3,2,3,9,15,17,5,0,0,3,14,12,18,3,0,3,6,11,14,6,2,-2,0,7,9,8,1,-1,1,0,5,12,12,9,7,0,0,4,12,10,13,15,13,12,11,11,12,15
Colorado,US,39.0598,-105.3111,-8,-9,-13,-7,-8,-10,-7,-7,-9,-12,-15,-13,-10,-8,-7,-8,-5,-11,-10,-12,-3,-5,-8,-8,-6,-7,-5,-12,-9,-13,-14,-6,-4,-8,-18,-22,-15,-10,-7,-9,-10,-15,-12,-16,-9,-8,-7,-6,-10,-12,-17,-12,-5,-3,-8,-13,-19,-9,-7,-6,-6,-6,-7,-7,-6,-5,-3,0,-3,-3,-2,0,-2,-4,-2,-2,-1,-1,-1
Florida,US,27.7663,-81.6868,10,11,18,20,7,3,6,8,10,15,19,19,18,16,17,15,17,14,14,8,3,0,9,14,13,5,10,12,7,12,13,15,6,5,7,13,19,15,5,10,12,17,18,18,20,14,15,17,18,20,20,11,6,10,11,14,17,10,3,5,4,9,13,15,19,17,8,8,11,15,14,15,15,15,16,16,16,16,15
New Jersey,US,40.2989,-74.521,0,-4,4,7,1,-1,0,-1,-5,-2,7,17,2,0,3,2,-4,-7,0,-6,-9,-8,-7,-2,2,0,0,0,0,-5,-1,1,0,0,2,3,1,4,-1,-2,2,5,1,2,0,-10,-4,-1,0,4,-3,-7,-5,-4,-2,5,6,3,-2,-3,-4,-1,5,6,1,0,1,-2,2,8,4,0,7,4,4,0,4,1,5
Oregon,US,44.571999999999996,-122.0709,3,0,2,0,-1,0,1,0,-5,-2,-1,-1,-3,-4,-8,-1,-6,0,1,1,0,0,3,2,1,1,0,1,0,0,4,3,-5,-7,-8,-2,2,1,-1,-6,-4,-2,-3,-1,-1,-1,0,-3,-7,-3,-2,-1,-2,0,-3,-2,0,-1,2,-1,-5,-2,1,1,2,0,-2,-5,-3,-3,0,-3,-1,-2,-7,-3,-1,-1,-2
Texas,US,31.0545,-97.5635,6,10,6,3,6,3,2,1,14,18,3,0,7,13,17,12,11,13,1,0,2,6,8,3,3,10,5,10,4,3,2,1,5,10,16,1,-2,0,2,14,11,4,4,2,-2,1,7,12,17,6,4,0,2,9,13,6,3,-2,1,4,12,16,16,14,7,6,5,7,15,14,17,18,18,19,12,13,17,19,19
Illinois,US,40.3495,-88.9861,-3,1,0,0,-4,-3,-3,-7,-2,8,2,-5,-2,0,0,-9,-8,-2,-16,-13,-10,-5,-1,0,0,-3,-3,-2,-2,-2,-1,0,0,0,1,-1,-3,-6,-2,-5,-3,-1,-3,-6,-20,-15,-8,-2,0,-6,-9,-11,-5,-1,1,1,-2,-6,-7,-9,-1,1,0,1,0,0,-4,1,8,2,2,2,0,0,-1,0,1,3,5
Pennsylvania,US,40.5908,-77.2098,-1,-4,2,5,0,0,-1,-3,-8,-4,2,12,0,0,1,4,-5,-6,-1,-8,-10,-9,-9,-4,1,0,0,0,-1,-6,-2,0,0,2,5,1,0,2,-2,-1,2,4,0,1,-4,-11,-3,-2,1,0,-3,-8,-4,-4,-1,2,4,-1,-4,-5,-5,-1,5,3,0,0,0,-1,1,9,0,2,7,2,2,-2,3,0,6
Iowa,US,42.0115,-93.2105,-6,0,-1,-5,-3,-4,-3,-11,-4,-4,-11,-10,-6,-2,-8,-21,-16,-9,-20,-18,-20,-7,-1,-1,-3,-8,-4,-8,-9,-7,-3,-1,1,-3,-7,-9,-12,-7,-14,-8,-12,-6,-5,-23,-22,-11,-7,-1,-6,-11,-19,-13,-3,-2,-2,-1,-5,-4,-4,-9,1,-1,0,0,4,-2,0,5,6,-3,2,5,-1,-1,-5,0,-2,3,6
Maryland,US,39.0639,-76.8021,3,-4,6,9,2,-1,-2,-1,-5,-1,7,17,3,3,4,6,-1,-4,0,-5,-7,-7,-6,-1,6,1,0,2,2,-3,-1,-1,1,3,9,6,2,4,0,-3,4,7,3,3,1,-8,-2,0,1,5,-1,-5,-4,-4,-2,6,8,2,-1,-2,-6,-1,5,6,2,0,1,-1,4,13,5,4,9,5,3,1,5,3,8
North Carolina,US,35.6301,-79.8064,1,1,6,11,0,0,0,0,0,3,11,15,15,16,12,14,0,0,5,-3,-6,-5,-4,1,5,0,0,1,0,1,-1,2,1,5,11,13,14,9,-2,-1,0,11,7,12,2,-3,-1,1,3,8,3,-2,-6,-2,5,6,9,1,-3,0,-5,3,11,6,6,2,0,-2,1,11,9,8,17,9,10,6,7,7,14
South Carolina,US,33.8569,-80.945,3,4,9,15,1,3,4,0,1,8,14,17,17,17,14,17,5,2,12,0,-2,-2,0,6,6,2,7,2,1,4,3,4,2,6,9,13,16,8,0,0,1,15,14,18,7,1,4,7,10,14,6,1,-3,-1,8,9,13,3,0,2,-2,4,13,14,10,7,2,0,2,12,11,12,18,16,13,9,11,12,17
Tennessee,US,35.7478,-86.6923,0,5,9,4,-2,0,2,0,2,12,15,4,3,10,12,5,-1,7,-2,-7,-6,-7,1,5,1,-1,4,0,1,2,4,5,0,6,12,7,3,-1,-1,-2,7,4,3,4,-7,-8,4,2,10,2,1,-5,-6,0,4,7,4,-2,1,0,0,8,13,5,5,4,-2,0,7,11,6,11,11,7,3,1,10,8,16
Virginia,US,37.7693,-78.17,0,0,7,10,1,0,-2,-1,-4,0,8,16,6,5,5,9,-1,-2,2,-4,-7,-7,-7,0,8,0,-1,0,-1,-2,-3,-1,1,7,11,12,2,7,-2,-2,2,8,6,4,0,-7,-1,0,0,7,-1,-5,-6,-4,0,7,6,2,-1,-1,-5,1,7,5,5,0,1,-3,3,12,8,6,11,5,4,1,5,7,10
Arizona,US,33.7298,-111.4312,2,1,1,4,5,5,5,5,3,2,1,1,2,4,5,8,5,4,7,10,7,6,5,6,5,6,6,5,5,5,4,5,7,8,-2,-1,0,1,3,5,7,4,1,2,5,4,5,6,7,8,7,11,8,4,4,5,2,4,8,7,7,5,6,5,7,13,10,9,7,10,10,10,6,5,7,8,8,6,3
Indiana,US,39.8494,-86.2583,0,3,7,1,-3,-2,-1,-2,-2,6,12,0,1,0,0,-1,-6,0,-12,-10,-5,-7,0,2,0,0,-2,-1,0,0,0,0,0,1,10,0,-2,-4,-2,-4,0,0,-2,0,-16,-12,0,-2,4,-3,-5,-9,-5,-1,2,3,0,-5,-7,-8,-3,7,4,1,-1,0,-5,0,9,10,3,5,2,2,0,1,2,2,6
Kentucky,US,37.6681,-84.6701,1,1,8,5,0,-1,0,0,0,10,14,3,2,5,5,3,-4,1,-4,-9,-7,-9,0,3,0,0,3,-1,0,-1,1,2,0,5,11,2,2,-2,-3,-6,7,2,0,3,-7,-10,1,-1,9,-1,0,-8,-7,-3,4,7,5,-2,-1,-5,-5,7,10,1,1,3,-1,-2,4,12,7,4,11,3,1,0,6,3,14
District of Columbia,US,38.8974,-77.0268,4,0,7,10,3,1,0,0,-2,0,9,16,6,5,6,8,0,-3,1,-4,-5,-4,-3,1,7,2,2,4,4,-1,0,0,2,6,10,6,3,6,0,0,5,8,5,4,2,-6,0,4,4,6,1,-4,-2,-1,1,7,9,3,0,0,-2,3,7,8,5,3,3,2,6,12,8,8,10,8,4,3,6,6,8
Nevada,US,38.3135,-117.0554,-3,-4,-4,-2,-4,-6,-4,-3,-4,-8,-4,-5,-4,-4,-6,-1,-5,-5,-3,0,-1,-1,-2,0,-1,0,-1,-1,-1,-2,-3,-1,0,-8,-12,-8,-2,-3,0,-4,-6,-6,-4,-5,-3,-2,1,-2,-5,-3,-3,-2,1,-1,0,-2,-2,-1,0,2,0,-5,-2,-1,0,2,4,1,0,0,2,1,2,4,2,0,0,-3,-2
New Hampshire,US,43.4525,-71.5639,-2,-3,-1,0,-1,-8,-7,-3,-12,-11,0,10,-3,-3,0,-1,-15,-16,-10,-12,-16,-15,-14,-7,0,0,0,0,-4,-12,-11,-1,-1,-4,-3,0,-5,-2,-10,-20,-4,-2,-1,-1,-12,-20,-9,-7,-8,-5,-15,-18,-15,-9,-8,-1,0,2,-4,-8,-10,-10,0,4,0,-4,-3,-5,-2,2,0,-3,2,0,-1,-9,-4,-3,0
Minnesota,US,45.6945,-93.9002,-13,-4,-5,-8,-6,-9,-8,-23,-14,-13,-24,-16,-11,-4,-12,-28,-23,-8,-18,-19,-21,-9,-1,-4,-5,-8,-7,-13,-11,-11,-5,-8,-1,-3,-18,-17,-14,-10,-23,-14,-15,-8,-8,-28,-28,-11,-17,-11,-13,-22,-26,-15,-13,-7,-9,-8,-12,-13,-14,-15,-5,-5,-3,-9,0,-9,-3,1,-3,-8,-5,0,-5,-9,-9,-1,-5,0,1
Nebraska,US,41.1254,-98.2681,-6,-2,-2,-8,1,-3,-4,-5,-1,-4,-16,-9,-6,-8,-7,-17,-8,-9,-14,-16,-17,-1,0,-4,-6,-2,-3,-2,-1,0,0,-3,0,-1,-6,-7,-8,-4,-7,-1,-6,-5,-3,-18,-11,-5,-1,1,-5,-6,-16,-6,-3,-2,-2,-1,-6,-3,-1,-1,1,-1,0,0,3,-3,3,6,0,-1,0,7,-2,0,-1,0,-1,4,8
Ohio,US,40.3888,-82.7649,-1,0,6,3,-2,-1,-2,-2,-6,6,10,1,2,0,0,1,-6,-3,-9,-11,-12,-10,-3,2,1,-1,-1,0,-1,-2,-2,-2,0,0,10,-1,-1,-4,-5,-3,0,-1,-4,-1,-11,-13,0,-5,3,-4,-6,-11,-6,-4,-1,3,0,-6,-8,-8,-8,5,6,0,-3,0,-3,-2,5,10,3,4,4,0,0,-2,4,0,5
Rhode Island,US,41.6809,-71.5118,0,-1,4,5,1,-3,0,-1,-7,-4,7,13,0,1,3,0,-8,-10,-4,-8,-10,-10,-6,-2,0,3,0,0,-2,-6,-5,0,0,-1,0,2,0,0,-4,-6,1,4,0,1,-1,-12,-5,-2,-2,2,-5,-9,-4,-3,0,4,5,5,-2,-4,-7,-4,7,6,1,0,-1,-2,4,7,6,0,4,2,2,-2,0,1,4
Wisconsin,US,44.2685,-89.6165,-12,0,-2,-6,-6,-6,-2,-17,-10,-6,-8,-14,-8,-3,-7,-18,-19,-5,-17,-14,-17,-8,-3,-2,0,-2,-4,-5,-9,-8,-5,-1,0,-3,-7,-14,-13,-11,-10,-12,-20,-8,-9,-17,-27,-15,-12,-8,-6,-20,-24,-16,-8,-3,-6,-3,-6,-11,-16,-15,-4,-1,-5,-5,-2,-6,-7,1,6,-5,0,1,-1,-3,-5,-3,-4,0,1
Connecticut,US,41.5978,-72.7554,0,-2,3,4,1,-1,-1,-1,-7,-4,6,13,0,1,3,0,-8,-10,-4,-9,-11,-11,-9,-4,-1,0,0,0,-2,-7,-5,0,0,0,0,2,0,0,-3,-6,0,3,0,0,-3,-13,-5,-3,-2,1,-5,-9,-5,-4,-2,3,5,5,-3,-4,-7,-3,5,5,1,-1,0,-2,5,7,3,1,5,2,3,-3,1,0,3
Hawaii,US,21.0943,-157.4983,22,22,22,22,23,23,22,22,22,22,23,23,23,23,22,22,22,21,21,22,21,22,21,22,21,22,22,22,22,22,22,22,22,22,22,22,20,20,19,20,19,20,21,22,23,22,22,22,22,22,21,21,21,22,21,22,22,21,21,21,21,21,21,22,22,21,21,21,20,21,21,21,20,21,21,22,22,21,22
Oklahoma,US,35.5653,-96.9289,1,5,3,0,2,-1,0,2,11,14,-5,-3,1,9,11,-2,1,3,-2,-4,-4,0,2,1,-1,2,2,3,0,0,0,-1,6,11,1,-1,-6,-2,0,9,0,1,2,-6,-7,2,2,7,3,-1,1,-7,0,6,7,2,0,-4,-1,1,12,6,3,6,1,0,1,6,12,2,15,13,8,4,4,6,8,11,16
Utah,US,40.15,-111.8624,-3,-1,-1,-4,-5,-4,-4,0,-2,-5,-6,-2,-2,0,-6,-3,0,-5,-6,-4,2,1,0,-1,0,-1,1,-1,0,-1,-4,-3,0,-5,-8,-10,-5,2,0,-2,-6,-6,-3,-3,-2,-2,2,0,-5,-5,-8,-6,-2,0,-1,-4,-6,-3,-2,2,1,-1,-3,-2,0,3,5,6,3,2,3,3,2,4,6,4,4,4,3
,Burkina Faso,12.2383,-1.5616,14,11,10,12,13,16,18,20,18,20,20,19,17,18,18,18,16,16,16,18,20,21,19,18,18,16,17,16,16,17,18,16,15,15,15,17,16,15,17,21,22,22,20,16,16,16,17,18,18,18,19,21,23,21,20,18,18,20,19,19,19,20,21,21,20,18,19,21,23,23,24,21,23,22,25,25,26,25,26
,Holy See,41.9029,12.4534,0,1,3,3,0,0,1,0,1,2,2,1,4,1,1,1,6,4,5,3,2,2,2,9,7,3,8,7,4,8,8,10,8,8,5,5,0,0,3,8,9,7,5,9,3,2,3,4,5,4,1,3,4,9,9,9,2,10,3,10,9,9,4,2,11,4,4,2,2,4,5,8,9,7,5,5,5,6,5
